sourceId,difficulty,primaryTheme,reviewStatus,legalSetup,legalSolution,lineEndsOnPlayerMove,noPrematureTerminal,uniquePositionAndLine,qualityBounds,inclusionReason
csFvJ,medium,mate,approved,true,true,true,true,true,true,"Approved medium Mate puzzle with popularity 100, 4410 plays, and rating deviation 76"
cxApH,medium,mate,approved,true,true,true,true,true,true,"Approved medium Mate puzzle with popularity 100, 3476 plays, and rating deviation 76"
d0hWD,medium,fork,approved,true,true,true,true,true,true,"Approved medium Fork puzzle with popularity 100, 3807 plays, and rating deviation 75"
d1Ul5,medium,deflection,approved,true,true,true,true,true,true,"Approved medium Deflection puzzle with popularity 100, 5364 plays, and rating deviation 75"
d6sGw,hard,mate,approved,true,true,true,true,true,true,"Approved hard Mate puzzle with popularity 99, 1171 plays, and rating deviation 75"
d8bo3,easy,mate,approved,true,true,true,true,true,true,"Approved easy Mate puzzle with popularity 100, 4466 plays, and rating deviation 76"
dBrN3,medium,mate,approved,true,true,true,true,true,true,"Approved medium Mate puzzle with popularity 100, 4791 plays, and rating deviation 75"
dCsui,hard,promotion,approved,true,true,true,true,true,true,"Approved hard Promotion puzzle with popularity 99, 1142 plays, and rating deviation 75"
dMENY,easy,advancedPawn,approved,true,true,true,true,true,true,"Approved easy Advanced pawn tactics puzzle with popularity 100, 4089 plays, and rating deviation 75"
dNcyj,easy,deflection,approved,true,true,true,true,true,true,"Approved easy Deflection puzzle with popularity 100, 4320 plays, and rating deviation 76"
dNl2p,easy,advancedPawn,approved,true,true,true,true,true,true,"Approved easy Advanced pawn tactics puzzle with popularity 100, 5215 plays, and rating deviation 74"
dPhpC,easy,skewer,approved,true,true,true,true,true,true,"Approved easy Skewer puzzle with popularity 100, 6910 plays, and rating deviation 75"
dPx9S,medium,sacrifice,approved,true,true,true,true,true,true,"Approved medium Sacrifice puzzle with popularity 100, 3392 plays, and rating deviation 76"
dUBEu,medium,mate,approved,true,true,true,true,true,true,"Approved medium Mate puzzle with popularity 100, 3848 plays, and rating deviation 77"
dWMjV,hard,deflection,approved,true,true,true,true,true,true,"Approved hard Deflection puzzle with popularity 99, 1394 plays, and rating deviation 75"
dYgTK,easy,mate,approved,true,true,true,true,true,true,"Approved easy Mate puzzle with popularity 100, 4355 plays, and rating deviation 77"
dZfpC,easy,sacrifice,approved,true,true,true,true,true,true,"Approved easy Sacrifice puzzle with popularity 100, 5120 plays, and rating deviation 76"
degWM,easy,deflection,approved,true,true,true,true,true,true,"Approved easy Deflection puzzle with popularity 100, 12376 plays, and rating deviation 75"
dhOtp,medium,fork,approved,true,true,true,true,true,true,"Approved medium Fork puzzle with popularity 100, 3790 plays, and rating deviation 75"
dkHWB,easy,fork,approved,true,true,true,true,true,true,"Approved easy Fork puzzle with popularity 100, 4007 plays, and rating deviation 76"
dnzDB,medium,mate,approved,true,true,true,true,true,true,"Approved medium Mate puzzle with popularity 100, 5386 plays, and rating deviation 75"
dqgXD,hard,pin,approved,true,true,true,true,true,true,"Approved hard Pin puzzle with popularity 100, 1453 plays, and rating deviation 79"
duo8N,easy,mate,approved,true,true,true,true,true,true,"Approved easy Mate puzzle with popularity 100, 4196 plays, and rating deviation 77"
dvEQJ,medium,fork,approved,true,true,true,true,true,true,"Approved medium Fork puzzle with popularity 100, 3969 plays, and rating deviation 77"
e104b,easy,skewer,approved,true,true,true,true,true,true,"Approved easy Skewer puzzle with popularity 100, 16774 plays, and rating deviation 75"
e6SLD,medium,discoveredAttack,approved,true,true,true,true,true,true,"Approved medium Discovered attack puzzle with popularity 100, 5647 plays, and rating deviation 77"
e6jxh,easy,mate,approved,true,true,true,true,true,true,"Approved easy Mate puzzle with popularity 100, 4345 plays, and rating deviation 77"
e7TTL,easy,skewer,approved,true,true,true,true,true,true,"Approved easy Skewer puzzle with popularity 100, 3451 plays, and rating deviation 75"
eBUiM,easy,deflection,approved,true,true,true,true,true,true,"Approved easy Deflection puzzle with popularity 100, 6089 plays, and rating deviation 75"
eDJbA,hard,sacrifice,approved,true,true,true,true,true,true,"Approved hard Sacrifice puzzle with popularity 99, 1788 plays, and rating deviation 76"
eDyLq,easy,fork,approved,true,true,true,true,true,true,"Approved easy Fork puzzle with popularity 100, 7926 plays, and rating deviation 75"
eHFhj,easy,pin,approved,true,true,true,true,true,true,"Approved easy Pin puzzle with popularity 100, 6150 plays, and rating deviation 76"
eJdzE,hard,mate,approved,true,true,true,true,true,true,"Approved hard Mate puzzle with popularity 98, 2407 plays, and rating deviation 78"
eLanu,easy,discoveredAttack,approved,true,true,true,true,true,true,"Approved easy Discovered attack puzzle with popularity 100, 4562 plays, and rating deviation 74"
eLjcT,hard,mate,approved,true,true,true,true,true,true,"Approved hard Mate puzzle with popularity 99, 1542 plays, and rating deviation 77"
eMZ6H,hard,fork,approved,true,true,true,true,true,true,"Approved hard Fork puzzle with popularity 100, 1244 plays, and rating deviation 75"
eVgoG,medium,pin,approved,true,true,true,true,true,true,"Approved medium Pin puzzle with popularity 100, 4397 plays, and rating deviation 76"
eY6Nb,easy,discoveredAttack,approved,true,true,true,true,true,true,"Approved easy Discovered attack puzzle with popularity 100, 18356 plays, and rating deviation 76"
ec14N,easy,advancedPawn,approved,true,true,true,true,true,true,"Approved easy Advanced pawn tactics puzzle with popularity 100, 4074 plays, and rating deviation 75"
ecLOU,hard,sacrifice,approved,true,true,true,true,true,true,"Approved hard Sacrifice puzzle with popularity 100, 1029 plays, and rating deviation 75"
eg06E,easy,sacrifice,approved,true,true,true,true,true,true,"Approved easy Sacrifice puzzle with popularity 100, 4348 plays, and rating deviation 75"
eh1NL,hard,sacrifice,approved,true,true,true,true,true,true,"Approved hard Sacrifice puzzle with popularity 99, 1000 plays, and rating deviation 75"
eheXo,medium,mate,approved,true,true,true,true,true,true,"Approved medium Mate puzzle with popularity 100, 3491 plays, and rating deviation 76"
ehr9P,easy,fork,approved,true,true,true,true,true,true,"Approved easy Fork puzzle with popularity 100, 5653 plays, and rating deviation 74"
eib4W,medium,fork,approved,true,true,true,true,true,true,"Approved medium Fork puzzle with popularity 100, 3363 plays, and rating deviation 75"
ell2g,easy,discoveredAttack,approved,true,true,true,true,true,true,"Approved easy Discovered attack puzzle with popularity 100, 6894 plays, and rating deviation 74"
emUuN,hard,mate,approved,true,true,true,true,true,true,"Approved hard Mate puzzle with popularity 100, 1137 plays, and rating deviation 80"
esYzQ,hard,fork,approved,true,true,true,true,true,true,"Approved hard Fork puzzle with popularity 99, 1088 plays, and rating deviation 76"
eyGTT,easy,fork,approved,true,true,true,true,true,true,"Approved easy Fork puzzle with popularity 100, 4127 plays, and rating deviation 77"
ezc7L,hard,mate,approved,true,true,true,true,true,true,"Approved hard Mate puzzle with popularity 99, 1484 plays, and rating deviation 76"
f2yhq,easy,skewer,approved,true,true,true,true,true,true,"Approved easy Skewer puzzle with popularity 100, 2890 plays, and rating deviation 75"
fAIc6,hard,deflection,approved,true,true,true,true,true,true,"Approved hard Deflection puzzle with popularity 99, 1250 plays, and rating deviation 77"
fDwSk,medium,sacrifice,approved,true,true,true,true,true,true,"Approved medium Sacrifice puzzle with popularity 100, 4464 plays, and rating deviation 79"
fE3Bi,hard,pin,approved,true,true,true,true,true,true,"Approved hard Pin puzzle with popularity 99, 1151 plays, and rating deviation 76"
fEcDH,medium,discoveredAttack,approved,true,true,true,true,true,true,"Approved medium Discovered attack puzzle with popularity 100, 3217 plays, and rating deviation 75"
fFzMc,hard,mate,approved,true,true,true,true,true,true,"Approved hard Mate puzzle with popularity 100, 1235 plays, and rating deviation 75"
fLjj9,easy,sacrifice,approved,true,true,true,true,true,true,"Approved easy Sacrifice puzzle with popularity 100, 4068 plays, and rating deviation 75"
fPvVK,easy,fork,approved,true,true,true,true,true,true,"Approved easy Fork puzzle with popularity 100, 5226 plays, and rating deviation 75"
fQPNQ,hard,mate,approved,true,true,true,true,true,true,"Approved hard Mate puzzle with popularity 99, 1332 plays, and rating deviation 75"
fSqLI,hard,mate,approved,true,true,true,true,true,true,"Approved hard Mate puzzle with popularity 100, 1033 plays, and rating deviation 76"
fWuNy,easy,fork,approved,true,true,true,true,true,true,"Approved easy Fork puzzle with popularity 100, 15582 plays, and rating deviation 75"
fXUDI,easy,discoveredAttack,approved,true,true,true,true,true,true,"Approved easy Discovered attack puzzle with popularity 100, 4353 plays, and rating deviation 76"
fZhPM,hard,deflection,approved,true,true,true,true,true,true,"Approved hard Deflection puzzle with popularity 99, 1274 plays, and rating deviation 78"
fcYxs,easy,pin,approved,true,true,true,true,true,true,"Approved easy Pin puzzle with popularity 100, 5148 plays, and rating deviation 78"
ffUYK,hard,discoveredAttack,approved,true,true,true,true,true,true,"Approved hard Discovered attack puzzle with popularity 99, 1308 plays, and rating deviation 79"
fhR5z,medium,mate,approved,true,true,true,true,true,true,"Approved medium Mate puzzle with popularity 100, 5902 plays, and rating deviation 75"
fhxUd,hard,sacrifice,approved,true,true,true,true,true,true,"Approved hard Sacrifice puzzle with popularity 100, 1027 plays, and rating deviation 78"
fkazk,medium,skewer,approved,true,true,true,true,true,true,"Approved medium Skewer puzzle with popularity 100, 3358 plays, and rating deviation 76"
fl0S3,hard,deflection,approved,true,true,true,true,true,true,"Approved hard Deflection puzzle with popularity 98, 1969 plays, and rating deviation 75"
fn683,medium,skewer,approved,true,true,true,true,true,true,"Approved medium Skewer puzzle with popularity 100, 2935 plays, and rating deviation 76"
fpSaX,medium,mate,approved,true,true,true,true,true,true,"Approved medium Mate puzzle with popularity 100, 3289 plays, and rating deviation 78"
fxtVg,hard,discoveredAttack,approved,true,true,true,true,true,true,"Approved hard Discovered attack puzzle with popularity 99, 1691 plays, and rating deviation 77"
g2sVU,medium,fork,approved,true,true,true,true,true,true,"Approved medium Fork puzzle with popularity 100, 4138 plays, and rating deviation 76"
g8AFQ,easy,promotion,approved,true,true,true,true,true,true,"Approved easy Promotion puzzle with popularity 100, 4169 plays, and rating deviation 75"
gFzsX,medium,fork,approved,true,true,true,true,true,true,"Approved medium Fork puzzle with popularity 100, 4263 plays, and rating deviation 75"
gGa9j,easy,skewer,approved,true,true,true,true,true,true,"Approved easy Skewer puzzle with popularity 100, 3300 plays, and rating deviation 76"
gGlQp,hard,promotion,approved,true,true,true,true,true,true,"Approved hard Promotion puzzle with popularity 99, 1145 plays, and rating deviation 75"
gIbuy,medium,fork,approved,true,true,true,true,true,true,"Approved medium Fork puzzle with popularity 100, 3282 plays, and rating deviation 76"
gJJOZ,hard,mate,approved,true,true,true,true,true,true,"Approved hard Mate puzzle with popularity 100, 1159 plays, and rating deviation 80"
gSjvr,hard,pin,approved,true,true,true,true,true,true,"Approved hard Pin puzzle with popularity 99, 1488 plays, and rating deviation 76"
gcJ7i,easy,mate,approved,true,true,true,true,true,true,"Approved easy Mate puzzle with popularity 100, 4433 plays, and rating deviation 75"
ggOn4,hard,mate,approved,true,true,true,true,true,true,"Approved hard Mate puzzle with popularity 100, 1201 plays, and rating deviation 76"
grxOA,hard,pin,approved,true,true,true,true,true,true,"Approved hard Pin puzzle with popularity 99, 1071 plays, and rating deviation 75"
h5Eu3,hard,fork,approved,true,true,true,true,true,true,"Approved hard Fork puzzle with popularity 100, 1107 plays, and rating deviation 76"
hIA0r,easy,discoveredAttack,approved,true,true,true,true,true,true,"Approved easy Discovered attack puzzle with popularity 100, 6836 plays, and rating deviation 74"
hOVX6,hard,discoveredAttack,approved,true,true,true,true,true,true,"Approved hard Discovered attack puzzle with popularity 99, 1738 plays, and rating deviation 76"
hTitY,medium,mate,approved,true,true,true,true,true,true,"Approved medium Mate puzzle with popularity 100, 6084 plays, and rating deviation 75"
hTtOE,easy,mate,approved,true,true,true,true,true,true,"Approved easy Mate puzzle with popularity 100, 3989 plays, and rating deviation 76"
hUAUF,easy,pin,approved,true,true,true,true,true,true,"Approved easy Pin puzzle with popularity 100, 5210 plays, and rating deviation 75"
hYemq,medium,mate,approved,true,true,true,true,true,true,"Approved medium Mate puzzle with popularity 100, 3419 plays, and rating deviation 77"
hbrlp,easy,fork,approved,true,true,true,true,true,true,"Approved easy Fork puzzle with popularity 100, 4131 plays, and rating deviation 75"
hdStQ,medium,advancedPawn,approved,true,true,true,true,true,true,"Approved medium Advanced pawn tactics puzzle with popularity 100, 3841 plays, and rating deviation 76"
heIji,easy,sacrifice,approved,true,true,true,true,true,true,"Approved easy Sacrifice puzzle with popularity 100, 4720 plays, and rating deviation 74"
hijk6,medium,promotion,approved,true,true,true,true,true,true,"Approved medium Promotion puzzle with popularity 100, 3034 plays, and rating deviation 76"
hnL5W,hard,mate,approved,true,true,true,true,true,true,"Approved hard Mate puzzle with popularity 100, 1071 plays, and rating deviation 76"
ho8pK,medium,skewer,approved,true,true,true,true,true,true,"Approved medium Skewer puzzle with popularity 100, 3375 plays, and rating deviation 77"
hoZWE,medium,pin,approved,true,true,true,true,true,true,"Approved medium Pin puzzle with popularity 100, 4795 plays, and rating deviation 76"
horHc,medium,sacrifice,approved,true,true,true,true,true,true,"Approved medium Sacrifice puzzle with popularity 100, 5571 plays, and rating deviation 77"
hp1UO,hard,mate,approved,true,true,true,true,true,true,"Approved hard Mate puzzle with popularity 99, 1327 plays, and rating deviation 79"
hqvOX,medium,mate,approved,true,true,true,true,true,true,"Approved medium Mate puzzle with popularity 100, 4134 plays, and rating deviation 75"
htGGr,easy,deflection,approved,true,true,true,true,true,true,"Approved easy Deflection puzzle with popularity 100, 4735 plays, and rating deviation 75"
hy0Gh,medium,advancedPawn,approved,true,true,true,true,true,true,"Approved medium Advanced pawn tactics puzzle with popularity 100, 3910 plays, and rating deviation 77"
i1M35,easy,sacrifice,approved,true,true,true,true,true,true,"Approved easy Sacrifice puzzle with popularity 100, 3998 plays, and rating deviation 74"
i4b1y,easy,deflection,approved,true,true,true,true,true,true,"Approved easy Deflection puzzle with popularity 100, 4479 plays, and rating deviation 76"
i5MMP,easy,fork,approved,true,true,true,true,true,true,"Approved easy Fork puzzle with popularity 100, 4825 plays, and rating deviation 76"
iHjzW,medium,sacrifice,approved,true,true,true,true,true,true,"Approved medium Sacrifice puzzle with popularity 100, 4075 plays, and rating deviation 75"
iKYCG,easy,mate,approved,true,true,true,true,true,true,"Approved easy Mate puzzle with popularity 100, 4231 plays, and rating deviation 76"
iQ0zK,medium,fork,approved,true,true,true,true,true,true,"Approved medium Fork puzzle with popularity 100, 4484 plays, and rating deviation 76"
iTsX5,easy,mate,approved,true,true,true,true,true,true,"Approved easy Mate puzzle with popularity 100, 4148 plays, and rating deviation 76"
iVy5T,hard,pin,approved,true,true,true,true,true,true,"Approved hard Pin puzzle with popularity 99, 1102 plays, and rating deviation 74"
iZxaV,medium,fork,approved,true,true,true,true,true,true,"Approved medium Fork puzzle with popularity 100, 3371 plays, and rating deviation 74"
iaz3E,medium,sacrifice,approved,true,true,true,true,true,true,"Approved medium Sacrifice puzzle with popularity 100, 3316 plays, and rating deviation 75"
igKP0,hard,mate,approved,true,true,true,true,true,true,"Approved hard Mate puzzle with popularity 99, 1081 plays, and rating deviation 78"
ihe2Z,hard,mate,approved,true,true,true,true,true,true,"Approved hard Mate puzzle with popularity 100, 1223 plays, and rating deviation 76"
ikeXy,medium,promotion,approved,true,true,true,true,true,true,"Approved medium Promotion puzzle with popularity 100, 2988 plays, and rating deviation 75"
iqIeM,hard,mate,approved,true,true,true,true,true,true,"Approved hard Mate puzzle with popularity 100, 1319 plays, and rating deviation 76"
iv7S2,easy,fork,approved,true,true,true,true,true,true,"Approved easy Fork puzzle with popularity 100, 4802 plays, and rating deviation 75"
ivsDo,hard,fork,approved,true,true,true,true,true,true,"Approved hard Fork puzzle with popularity 98, 3638 plays, and rating deviation 77"
iwlDu,hard,deflection,approved,true,true,true,true,true,true,"Approved hard Deflection puzzle with popularity 99, 2124 plays, and rating deviation 76"
iyjTQ,easy,sacrifice,approved,true,true,true,true,true,true,"Approved easy Sacrifice puzzle with popularity 100, 4510 plays, and rating deviation 77"
j28jV,easy,fork,approved,true,true,true,true,true,true,"Approved easy Fork puzzle with popularity 100, 5209 plays, and rating deviation 75"
jEqOl,easy,skewer,approved,true,true,true,true,true,true,"Approved easy Skewer puzzle with popularity 100, 3312 plays, and rating deviation 76"
jM04I,hard,mate,approved,true,true,true,true,true,true,"Approved hard Mate puzzle with popularity 98, 2492 plays, and rating deviation 78"
jUuO1,hard,mate,approved,true,true,true,true,true,true,"Approved hard Mate puzzle with popularity 100, 1053 plays, and rating deviation 75"
jbi4V,hard,sacrifice,approved,true,true,true,true,true,true,"Approved hard Sacrifice puzzle with popularity 98, 3037 plays, and rating deviation 77"
jjMxg,easy,pin,approved,true,true,true,true,true,true,"Approved easy Pin puzzle with popularity 100, 6192 plays, and rating deviation 76"
jpJG9,easy,fork,approved,true,true,true,true,true,true,"Approved easy Fork puzzle with popularity 100, 6836 plays, and rating deviation 76"
jqBCS,hard,sacrifice,approved,true,true,true,true,true,true,"Approved hard Sacrifice puzzle with popularity 99, 1144 plays, and rating deviation 78"
jwaIz,easy,mate,approved,true,true,true,true,true,true,"Approved easy Mate puzzle with popularity 100, 4454 plays, and rating deviation 75"
k001B,easy,deflection,approved,true,true,true,true,true,true,"Approved easy Deflection puzzle with popularity 100, 4248 plays, and rating deviation 75"
k7Ucb,hard,mate,approved,true,true,true,true,true,true,"Approved hard Mate puzzle with popularity 99, 1368 plays, and rating deviation 76"
k7fwC,easy,fork,approved,true,true,true,true,true,true,"Approved easy Fork puzzle with popularity 100, 5079 plays, and rating deviation 75"
k9qiZ,easy,sacrifice,approved,true,true,true,true,true,true,"Approved easy Sacrifice puzzle with popularity 100, 5374 plays, and rating deviation 75"
kKMlA,hard,deflection,approved,true,true,true,true,true,true,"Approved hard Deflection puzzle with popularity 99, 1043 plays, and rating deviation 75"
kKc8p,medium,promotion,approved,true,true,true,true,true,true,"Approved medium Promotion puzzle with popularity 100, 3242 plays, and rating deviation 77"
kM37p,hard,deflection,approved,true,true,true,true,true,true,"Approved hard Deflection puzzle with popularity 99, 1038 plays, and rating deviation 75"
kOKAL,easy,fork,approved,true,true,true,true,true,true,"Approved easy Fork puzzle with popularity 100, 5078 plays, and rating deviation 76"
kOlq8,easy,fork,approved,true,true,true,true,true,true,"Approved easy Fork puzzle with popularity 100, 4392 plays, and rating deviation 75"
kPDuf,easy,skewer,approved,true,true,true,true,true,true,"Approved easy Skewer puzzle with popularity 100, 5964 plays, and rating deviation 76"
kSVYG,easy,fork,approved,true,true,true,true,true,true,"Approved easy Fork puzzle with popularity 100, 4221 plays, and rating deviation 74"
kUro9,medium,advancedPawn,approved,true,true,true,true,true,true,"Approved medium Advanced pawn tactics puzzle with popularity 100, 3673 plays, and rating deviation 75"
kWLyX,easy,mate,approved,true,true,true,true,true,true,"Approved easy Mate puzzle with popularity 100, 7653 plays, and rating deviation 76"
ke9Fs,easy,mate,approved,true,true,true,true,true,true,"Approved easy Mate puzzle with popularity 100, 6975 plays, and rating deviation 76"
khlHi,hard,deflection,approved,true,true,true,true,true,true,"Approved hard Deflection puzzle with popularity 100, 1086 plays, and rating deviation 77"
kiErN,hard,advancedPawn,approved,true,true,true,true,true,true,"Approved hard Advanced pawn tactics puzzle with popularity 100, 1140 plays, and rating deviation 76"
kigK0,medium,sacrifice,approved,true,true,true,true,true,true,"Approved medium Sacrifice puzzle with popularity 100, 4045 plays, and rating deviation 74"
kl4Sp,medium,fork,approved,true,true,true,true,true,true,"Approved medium Fork puzzle with popularity 100, 3842 plays, and rating deviation 76"
klhOe,medium,advancedPawn,approved,true,true,true,true,true,true,"Approved medium Advanced pawn tactics puzzle with popularity 100, 3535 plays, and rating deviation 77"
kmOPk,medium,skewer,approved,true,true,true,true,true,true,"Approved medium Skewer puzzle with popularity 100, 3073 plays, and rating deviation 75"
kschz,easy,mate,approved,true,true,true,true,true,true,"Approved easy Mate puzzle with popularity 100, 5903 plays, and rating deviation 74"
kvoNj,hard,mate,approved,true,true,true,true,true,true,"Approved hard Mate puzzle with popularity 99, 1295 plays, and rating deviation 76"
kyFCV,hard,sacrifice,approved,true,true,true,true,true,true,"Approved hard Sacrifice puzzle with popularity 98, 2990 plays, and rating deviation 76"
l0bwA,easy,advancedPawn,approved,true,true,true,true,true,true,"Approved easy Advanced pawn tactics puzzle with popularity 100, 4755 plays, and rating deviation 75"
l8BGl,hard,deflection,approved,true,true,true,true,true,true,"Approved hard Deflection puzzle with popularity 100, 1135 plays, and rating deviation 76"
lBFqb,hard,sacrifice,approved,true,true,true,true,true,true,"Approved hard Sacrifice puzzle with popularity 98, 2252 plays, and rating deviation 78"
lIprX,medium,discoveredAttack,approved,true,true,true,true,true,true,"Approved medium Discovered attack puzzle with popularity 100, 5595 plays, and rating deviation 75"
lKqfA,medium,discoveredAttack,approved,true,true,true,true,true,true,"Approved medium Discovered attack puzzle with popularity 100, 3545 plays, and rating deviation 75"
lMKOP,easy,discoveredAttack,approved,true,true,true,true,true,true,"Approved easy Discovered attack puzzle with popularity 100, 4126 plays, and rating deviation 75"
lcQfz,medium,promotion,approved,true,true,true,true,true,true,"Approved medium Promotion puzzle with popularity 100, 3352 plays, and rating deviation 75"
ldek0,medium,mate,approved,true,true,true,true,true,true,"Approved medium Mate puzzle with popularity 100, 3892 plays, and rating deviation 76"
lheGu,hard,promotion,approved,true,true,true,true,true,true,"Approved hard Promotion puzzle with popularity 98, 3211 plays, and rating deviation 77"
lhhCZ,hard,discoveredAttack,approved,true,true,true,true,true,true,"Approved hard Discovered attack puzzle with popularity 100, 1074 plays, and rating deviation 77"
lr2E3,hard,sacrifice,approved,true,true,true,true,true,true,"Approved hard Sacrifice puzzle with popularity 99, 1957 plays, and rating deviation 76"
lrBO8,medium,deflection,approved,true,true,true,true,true,true,"Approved medium Deflection puzzle with popularity 100, 3841 plays, and rating deviation 76"
m65Mq,medium,skewer,approved,true,true,true,true,true,true,"Approved medium Skewer puzzle with popularity 100, 2668 plays, and rating deviation 76"
m8OJw,easy,skewer,approved,true,true,true,true,true,true,"Approved easy Skewer puzzle with popularity 100, 4470 plays, and rating deviation 75"
mAGJn,hard,sacrifice,approved,true,true,true,true,true,true,"Approved hard Sacrifice puzzle with popularity 100, 1024 plays, and rating deviation 75"
mIiwT,easy,discoveredAttack,approved,true,true,true,true,true,true,"Approved easy Discovered attack puzzle with popularity 100, 3990 plays, and rating deviation 75"
mQFao,medium,discoveredAttack,approved,true,true,true,true,true,true,"Approved medium Discovered attack puzzle with popularity 100, 3663 plays, and rating deviation 76"
mX4RJ,hard,pin,approved,true,true,true,true,true,true,"Approved hard Pin puzzle with popularity 99, 1142 plays, and rating deviation 75"
mYQci,easy,mate,approved,true,true,true,true,true,true,"Approved easy Mate puzzle with popularity 100, 4632 plays, and rating deviation 75"
mYT2n,easy,mate,approved,true,true,true,true,true,true,"Approved easy Mate puzzle with popularity 100, 4372 plays, and rating deviation 76"
mZYTl,hard,skewer,approved,true,true,true,true,true,true,"Approved hard Skewer puzzle with popularity 99, 1149 plays, and rating deviation 77"
maYE7,hard,mate,approved,true,true,true,true,true,true,"Approved hard Mate puzzle with popularity 98, 3747 plays, and rating deviation 76"
mdZBq,medium,fork,approved,true,true,true,true,true,true,"Approved medium Fork puzzle with popularity 100, 3620 plays, and rating deviation 76"
mmQ93,hard,promotion,approved,true,true,true,true,true,true,"Approved hard Promotion puzzle with popularity 100, 1023 plays, and rating deviation 78"
mpIue,easy,skewer,approved,true,true,true,true,true,true,"Approved easy Skewer puzzle with popularity 100, 3066 plays, and rating deviation 75"
mv1Io,hard,skewer,approved,true,true,true,true,true,true,"Approved hard Skewer puzzle with popularity 98, 1748 plays, and rating deviation 76"
n08au,hard,sacrifice,approved,true,true,true,true,true,true,"Approved hard Sacrifice puzzle with popularity 98, 2311 plays, and rating deviation 78"
n6SPc,hard,promotion,approved,true,true,true,true,true,true,"Approved hard Promotion puzzle with popularity 98, 1597 plays, and rating deviation 78"
nIRfW,easy,sacrifice,approved,true,true,true,true,true,true,"Approved easy Sacrifice puzzle with popularity 100, 4895 plays, and rating deviation 74"
nJktr,hard,discoveredAttack,approved,true,true,true,true,true,true,"Approved hard Discovered attack puzzle with popularity 99, 1158 plays, and rating deviation 76"
nPSC9,easy,sacrifice,approved,true,true,true,true,true,true,"Approved easy Sacrifice puzzle with popularity 100, 4055 plays, and rating deviation 74"
nXyPN,easy,fork,approved,true,true,true,true,true,true,"Approved easy Fork puzzle with popularity 100, 5377 plays, and rating deviation 75"
nbSFl,hard,promotion,approved,true,true,true,true,true,true,"Approved hard Promotion puzzle with popularity 98, 2373 plays, and rating deviation 78"
nctB8,hard,advancedPawn,approved,true,true,true,true,true,true,"Approved hard Advanced pawn tactics puzzle with popularity 99, 1043 plays, and rating deviation 76"
nn5pB,hard,sacrifice,approved,true,true,true,true,true,true,"Approved hard Sacrifice puzzle with popularity 98, 2690 plays, and rating deviation 76"
nr4gN,easy,mate,approved,true,true,true,true,true,true,"Approved easy Mate puzzle with popularity 100, 5127 plays, and rating deviation 76"
nryH7,hard,skewer,approved,true,true,true,true,true,true,"Approved hard Skewer puzzle with popularity 99, 1534 plays, and rating deviation 76"
nszuI,medium,deflection,approved,true,true,true,true,true,true,"Approved medium Deflection puzzle with popularity 100, 4624 plays, and rating deviation 76"
nt1J9,hard,fork,approved,true,true,true,true,true,true,"Approved hard Fork puzzle with popularity 100, 1379 plays, and rating deviation 75"
nzv4A,hard,discoveredAttack,approved,true,true,true,true,true,true,"Approved hard Discovered attack puzzle with popularity 99, 1020 plays, and rating deviation 77"
o2Vqv,medium,skewer,approved,true,true,true,true,true,true,"Approved medium Skewer puzzle with popularity 100, 3096 plays, and rating deviation 75"
o8Mwr,hard,mate,approved,true,true,true,true,true,true,"Approved hard Mate puzzle with popularity 99, 1461 plays, and rating deviation 75"
oAFik,easy,promotion,approved,true,true,true,true,true,true,"Approved easy Promotion puzzle with popularity 100, 3984 plays, and rating deviation 76"
oE20c,hard,discoveredAttack,approved,true,true,true,true,true,true,"Approved hard Discovered attack puzzle with popularity 99, 1127 plays, and rating deviation 76"
oJdbd,hard,deflection,approved,true,true,true,true,true,true,"Approved hard Deflection puzzle with popularity 99, 1180 plays, and rating deviation 77"
oP2xm,hard,mate,approved,true,true,true,true,true,true,"Approved hard Mate puzzle with popularity 99, 1616 plays, and rating deviation 76"
oTD4X,medium,skewer,approved,true,true,true,true,true,true,"Approved medium Skewer puzzle with popularity 100, 2802 plays, and rating deviation 75"
oTbIn,medium,sacrifice,approved,true,true,true,true,true,true,"Approved medium Sacrifice puzzle with popularity 100, 3663 plays, and rating deviation 74"
oXPjW,hard,skewer,approved,true,true,true,true,true,true,"Approved hard Skewer puzzle with popularity 100, 1141 plays, and rating deviation 76"
oe9aj,medium,advancedPawn,approved,true,true,true,true,true,true,"Approved medium Advanced pawn tactics puzzle with popularity 100, 6798 plays, and rating deviation 74"
ojvg9,medium,deflection,approved,true,true,true,true,true,true,"Approved medium Deflection puzzle with popularity 100, 3796 plays, and rating deviation 75"
opD4H,easy,sacrifice,approved,true,true,true,true,true,true,"Approved easy Sacrifice puzzle with popularity 100, 4619 plays, and rating deviation 75"
oveUV,hard,pin,approved,true,true,true,true,true,true,"Approved hard Pin puzzle with popularity 98, 2101 plays, and rating deviation 76"
owksL,hard,sacrifice,approved,true,true,true,true,true,true,"Approved hard Sacrifice puzzle with popularity 99, 1195 plays, and rating deviation 75"
p1rOD,hard,fork,approved,true,true,true,true,true,true,"Approved hard Fork puzzle with popularity 99, 1126 plays, and rating deviation 76"
p2eAy,easy,deflection,approved,true,true,true,true,true,true,"Approved easy Deflection puzzle with popularity 100, 15509 plays, and rating deviation 75"
p7HKz,hard,mate,approved,true,true,true,true,true,true,"Approved hard Mate puzzle with popularity 98, 2739 plays, and rating deviation 79"
