sourceId,sourceFen,setupMove,playableFen,solutionMoves,rating,difficulty,popularity,ratingDeviation,numberOfPlays,themes,reviewStatus,inclusionReason
mdZBq,r4r2/5p1k/p4Bp1/qpp4p/2Pn2PQ/3PR3/PP3P1P/R5K1 w - - 1 24,a1e1,r4r2/5p1k/p4Bp1/qpp4p/2Pn2PQ/3PR3/PP3P1P/4R1K1 b - - 2 24,a5e1 e3e1 d4f3 g1f1 f3h4,1662,medium,100,76,3620,advantage fork long middlegame sacrifice,approved,"Approved medium Fork puzzle with popularity 100, 3620 plays, and rating deviation 76"
mmQ93,r4bk1/1pN3r1/1B1p1n2/P2Pp2p/1P2Pp1n/5PqP/4BRp1/2RQN1K1 w - - 2 28,e2f1,r4bk1/1pN3r1/1B1p1n2/P2Pp2p/1P2Pp1n/5PqP/5Rp1/2RQNBK1 b - - 3 28,g3h2 g1h2 g2g1q,2241,hard,100,78,1023,advancedPawn attraction kingsideAttack mate mateIn2 middlegame promotion short,approved,"Approved hard Promotion puzzle with popularity 100, 1023 plays, and rating deviation 78"
mpIue,r3r3/5Q2/p1k1p3/3pP3/2N2P2/2P1P3/Pq4P1/1B1b2K1 b - - 0 31,d5c4,r3r3/5Q2/p1k1p3/4P3/2p2P2/2P1P3/Pq4P1/1B1b2K1 w - - 0 32,b1e4 c6b6 f7b7 b6a5 b7b2,1287,easy,100,75,3066,crushing endgame exposedKing long skewer,approved,"Approved easy Skewer puzzle with popularity 100, 3066 plays, and rating deviation 75"
mv1Io,8/7R/4k3/6K1/8/1r3P1p/8/8 w - - 6 51,f3f4,8/7R/4k3/6K1/5P2/1r5p/8/8 b - - 0 51,b3g3 g5h4 g3g1 h4h3 g1h1 h3g2 h1h7,2088,hard,98,76,1748,crushing endgame quietMove rookEndgame skewer veryLong,approved,"Approved hard Skewer puzzle with popularity 98, 1748 plays, and rating deviation 76"
n08au,r3k3/1bP2p2/p2ppqr1/7p/3n2p1/1B4Q1/PP3PPP/RN3RK1 w q - 0 19,g3d6,r3k3/1bP2p2/p2Qpqr1/7p/3n2p1/1B6/PP3PPP/RN3RK1 b q - 0 19,d4e2 g1h1 b7g2 h1g2 f6f3,2055,hard,98,78,2311,attraction kingsideAttack long mate mateIn3 middlegame sacrifice,approved,"Approved hard Sacrifice puzzle with popularity 98, 2311 plays, and rating deviation 78"
n6SPc,r7/P7/K1k1p1p1/5p1p/5P1P/6P1/3p4/1R6 b - - 1 66,a8d8,3r4/P7/K1k1p1p1/5p1p/5P1P/6P1/3p4/1R6 w - - 2 67,b1b8 d8b8 a7b8q d2d1q b8c8,2020,hard,98,78,1597,advancedPawn crushing endgame long promotion rookEndgame,approved,"Approved hard Promotion puzzle with popularity 98, 1597 plays, and rating deviation 78"
nIRfW,4r1k1/pp3p2/1qp2rpQ/8/8/3R4/P1B2PPP/5RK1 w - - 3 27,d3h3,4r1k1/pp3p2/1qp2rpQ/8/8/7R/P1B2PPP/5RK1 b - - 4 27,b6f2 f1f2 e8e1 f2f1 e1f1,1357,easy,100,74,4895,long mate mateIn3 middlegame sacrifice,approved,"Approved easy Sacrifice puzzle with popularity 100, 4895 plays, and rating deviation 74"
nJktr,4R3/5k1r/P1Bp3q/3P1p2/3b2p1/P5P1/6QP/7K w - - 6 41,g2e2,4R3/5k1r/P1Bp3q/3P1p2/3b2p1/P5P1/4Q2P/7K b - - 7 41,h6c1 e2e1 h7h2 h1h2 c1h6 h2g2 h6h3,2169,hard,99,76,1158,attraction deflection discoveredAttack endgame mate mateIn4 sacrifice veryLong,approved,"Approved hard Discovered attack puzzle with popularity 99, 1158 plays, and rating deviation 76"
nPSC9,5rk1/1p3ppp/p1pQ4/1q1nN3/8/1PP5/P4PPP/4R1K1 b - - 2 19,d5c3,5rk1/1p3ppp/p1pQ4/1q2N3/8/1Pn5/P4PPP/4R1K1 w - - 0 20,d6f8 g8f8 e5d7 f8g8 e1e8,1347,easy,100,74,4055,attraction backRankMate endgame long mate mateIn3 sacrifice,approved,"Approved easy Sacrifice puzzle with popularity 100, 4055 plays, and rating deviation 74"
nXyPN,r4rk1/pp2qppp/6b1/2p5/3n2P1/3P3P/PPP2PB1/R1BQ1RK1 w - - 1 15,c1f4,r4rk1/pp2qppp/6b1/2p5/3n1BP1/3P3P/PPP2PB1/R2Q1RK1 b - - 2 15,d4e2 g1h2 e2f4,1065,easy,100,75,5377,advantage fork master middlegame short,approved,"Approved easy Fork puzzle with popularity 100, 5377 plays, and rating deviation 75"
nbSFl,8/8/3k4/R4p2/8/4p2p/8/6K1 w - - 0 84,a5f5,8/8/3k4/5R2/8/4p2p/8/6K1 b - - 0 84,h3h2 g1h2 e3e2 h2g3 e2e1q,2033,hard,98,78,2373,advancedPawn crushing endgame long promotion rookEndgame,approved,"Approved hard Promotion puzzle with popularity 98, 2373 plays, and rating deviation 78"
nctB8,7R/8/8/p7/k7/1p3K2/8/8 w - - 0 60,h8h1,8/8/8/p7/k7/1p3K2/8/7R b - - 1 60,b3b2 f3e4 a4b3 e4d5 a5a4 d5c5 a4a3,2124,hard,99,76,1043,advancedPawn crushing endgame quietMove rookEndgame veryLong,approved,"Approved hard Advanced pawn tactics puzzle with popularity 99, 1043 plays, and rating deviation 76"
nn5pB,1r6/4p3/2ppkp2/p3n1pp/Nr1RPP2/1P2K1PP/P1P5/3R4 b - - 0 28,e5f7,1r6/4pn2/2ppkp2/p5pp/Nr1RPP2/1P2K1PP/P1P5/3R4 w - - 1 29,a4c5 d6c5 f4f5 e6e5 d4d5 c6d5 d1d5,2074,hard,98,76,2690,endgame mate mateIn4 sacrifice veryLong,approved,"Approved hard Sacrifice puzzle with popularity 98, 2690 plays, and rating deviation 76"
nr4gN,1r1q1knr/2b2ppp/N1Q5/4p3/2P5/3bP3/PP1P1P1P/R1B1R1K1 w - - 2 18,c6c7,1r1q1knr/2Q2ppp/N7/4p3/2P5/3bP3/PP1P1P1P/R1B1R1K1 b - - 0 18,d8g5 g1h1 d3e4 f2f3 e4f3,1054,easy,100,76,5127,kingsideAttack long mate mateIn3 middlegame,approved,"Approved easy Mate puzzle with popularity 100, 5127 plays, and rating deviation 76"
nryH7,8/8/8/1r3k1K/1P3p2/1R5p/5P2/8 w - - 0 41,b3h3,8/8/8/1r3k1K/1P3p2/7R/5P2/8 b - - 0 41,b5b8 h5h6 b8h8 h6g7 h8h3,2011,hard,99,76,1534,crushing endgame long rookEndgame skewer,approved,"Approved hard Skewer puzzle with popularity 99, 1534 plays, and rating deviation 76"
nszuI,5r2/1kpn4/1p6/1P5p/3Pp1p1/1N2P1K1/R5PP/8 w - - 5 29,a2f2,5r2/1kpn4/1p6/1P5p/3Pp1p1/1N2P1K1/5RPP/8 b - - 6 29,h5h4 g3g4 f8f2,1470,medium,100,76,4624,crushing deflection endgame master short,approved,"Approved medium Deflection puzzle with popularity 100, 4624 plays, and rating deviation 76"
nt1J9,2kr4/1pp2pp1/p3qn1p/8/8/1P2PQ2/PBPr1PPP/R2R2K1 b - - 4 17,d2c2,2kr4/1pp2pp1/p3qn1p/8/8/1P2PQ2/PBr2PPP/R2R2K1 w - - 0 18,d1d8 c8d8 f3d1 d8c8 d1c2,2011,hard,100,75,1379,attraction crushing fork long middlegame,approved,"Approved hard Fork puzzle with popularity 100, 1379 plays, and rating deviation 75"
nzv4A,3rr1kb/1p5p/p5n1/P1pq1NQ1/8/3P2P1/1PP2P1P/R3R1K1 b - - 0 24,h8g7,3rr1k1/1p4bp/p5n1/P1pq1NQ1/8/3P2P1/1PP2P1P/R3R1K1 w - - 1 25,e1e8 d8e8 f5h6 g7h6 g5d5,2045,hard,99,77,1020,crushing discoveredAttack kingsideAttack long middlegame,approved,"Approved hard Discovered attack puzzle with popularity 99, 1020 plays, and rating deviation 77"
o2Vqv,r7/p5Q1/b6p/2P3k1/3P1p2/5P1q/PP3K1P/8 b - - 3 42,g5f5,r7/p5Q1/b6p/2P2k2/3P1p2/5P1q/PP3K1P/8 w - - 4 43,g7d7 f5g6 d7h3,1544,medium,100,75,3096,crushing endgame master short skewer,approved,"Approved medium Skewer puzzle with popularity 100, 3096 plays, and rating deviation 75"
o8Mwr,2r2r2/4N2k/p7/2q1p1P1/2n1Q3/2P4P/P6K/5R2 b - - 1 33,h7h8,2r2r1k/4N3/p7/2q1p1P1/2n1Q3/2P4P/P6K/5R2 w - - 2 34,e4h4 h8g7 h4h6,2005,hard,99,75,1461,mate mateIn2 middlegame short,approved,"Approved hard Mate puzzle with popularity 99, 1461 plays, and rating deviation 75"
oAFik,2q3k1/p1Pb2p1/2NQ2np/8/8/7P/P5PK/8 b - - 14 46,d7c6,2q3k1/p1P3p1/2bQ2np/8/8/7P/P5PK/8 w - - 0 47,d6d8 c8d8 c7d8q,1235,easy,100,76,3984,advancedPawn advantage endgame promotion short,approved,"Approved easy Promotion puzzle with popularity 100, 3984 plays, and rating deviation 76"
oE20c,4Q3/2b4p/p2q1p1k/8/3P1p2/2P4P/PP5K/6R1 w - - 4 32,g1g4,4Q3/2b4p/p2q1p1k/8/3P1pR1/2P4P/PP5K/8 b - - 5 32,f4f3 h2g1 d6h2 g1f1 h2h3,2009,hard,99,76,1127,advantage discoveredAttack endgame long,approved,"Approved hard Discovered attack puzzle with popularity 99, 1127 plays, and rating deviation 76"
oJdbd,2r2rk1/p4ppp/1q2p3/2bpP3/3N4/P3PQ1P/1P4P1/2R2RK1 b - - 3 19,c5d4,2r2rk1/p4ppp/1q2p3/3pP3/3b4/P3PQ1P/1P4P1/2R2RK1 w - - 0 20,f3f7 f8f7 c1c8 b6d8 c8d8 f7f8 f1f8,2243,hard,99,77,1180,deflection kingsideAttack mate mateIn4 middlegame sacrifice veryLong,approved,"Approved hard Deflection puzzle with popularity 99, 1180 plays, and rating deviation 77"
oP2xm,2Q5/8/1p1p1p1k/2nPp3/5qBP/8/8/7K b - - 4 46,f6f5,2Q5/8/1p1p3k/2nPpp2/5qBP/8/8/7K w - - 0 47,c8h8 h6g6 g4h5,2028,hard,99,76,1616,endgame mate mateIn2 short,approved,"Approved hard Mate puzzle with popularity 99, 1616 plays, and rating deviation 76"
oTD4X,5r1k/3b2p1/3p2qp/1p1Pp3/1P6/4QB1P/2R2BPK/8 w - - 5 38,e3e4,5r1k/3b2p1/3p2qp/1p1Pp3/1P2Q3/5B1P/2R2BPK/8 b - - 6 38,d7f5 e4h4 f5c2,1493,medium,100,75,2802,advantage middlegame short skewer,approved,"Approved medium Skewer puzzle with popularity 100, 2802 plays, and rating deviation 75"
oTbIn,1r4k1/5p2/4p2p/8/2qPRp2/Q7/P2r1PPP/5RK1 w - - 2 32,e4f4,1r4k1/5p2/4p2p/8/2qP1R2/Q7/P2r1PPP/5RK1 b - - 0 32,c4f1 g1f1 b8b1 a3c1 b1c1,1400,medium,100,74,3663,attraction endgame long mate mateIn3 sacrifice,approved,"Approved medium Sacrifice puzzle with popularity 100, 3663 plays, and rating deviation 74"
oXPjW,8/1pr4p/5Q2/6pk/P3K3/1P3P1P/3r4/8 w - - 7 47,h3h4,8/1pr4p/5Q2/6pk/P3K2P/1P3P2/3r4/8 b - - 0 47,c7e7 f6e7 d2e2 e4f5 e2e7,2005,hard,100,76,1141,crushing endgame long queenRookEndgame sacrifice skewer,approved,"Approved hard Skewer puzzle with popularity 100, 1141 plays, and rating deviation 76"
oe9aj,8/p7/8/6p1/PP6/5k1K/8/8 w - - 2 39,b4b5,8/p7/8/1P4p1/P7/5k1K/8/8 b - - 0 39,g5g4 h3h2 f3f2 a4a5 g4g3 h2h3 g3g2,1460,medium,100,74,6798,advancedPawn crushing endgame exposedKing pawnEndgame veryLong,approved,"Approved medium Advanced pawn tactics puzzle with popularity 100, 6798 plays, and rating deviation 74"
ojvg9,7r/1p3k1p/2p2p2/4pB1P/2PbP3/pP3P2/P1K3R1/8 b - - 0 32,h8g8,6r1/1p3k1p/2p2p2/4pB1P/2PbP3/pP3P2/P1K3R1/8 w - - 1 33,f5e6 f7e6 g2g8,1462,medium,100,75,3796,advantage deflection endgame short,approved,"Approved medium Deflection puzzle with popularity 100, 3796 plays, and rating deviation 75"
opD4H,1kr3nr/ppp3pp/4Q3/8/1n3NP1/q1N4P/P4P2/3RR1K1 b - - 4 20,a3c3,1kr3nr/ppp3pp/4Q3/8/1n3NP1/2q4P/P4P2/3RR1K1 w - - 0 21,e6c8 b8c8 e1e8,1235,easy,100,75,4619,attraction mate mateIn2 middlegame queensideAttack sacrifice short,approved,"Approved easy Sacrifice puzzle with popularity 100, 4619 plays, and rating deviation 75"
oveUV,r1b1r1k1/pp2q1p1/4pn1p/3p4/3P4/2PB1RQ1/PP3PPP/R5K1 b - - 5 23,f6h5,r1b1r1k1/pp2q1p1/4p2p/3p3n/3P4/2PB1RQ1/PP3PPP/R5K1 w - - 6 24,g3g6 h5f6 f3f6 e7f6 g6e8,2031,hard,98,76,2101,capturingDefender crushing deflection kingsideAttack long middlegame pin,approved,"Approved hard Pin puzzle with popularity 98, 2101 plays, and rating deviation 76"
owksL,3r2rk/pp2qp1p/2n2R2/4P3/3P1B1n/P2Q4/1P2N2P/6RK b - - 6 22,c6e5,3r2rk/pp2qp1p/5R2/4n3/3P1B1n/P2Q4/1P2N2P/6RK w - - 0 23,d3h7 h8h7 f6h6,2015,hard,99,75,1195,attraction kingsideAttack mate mateIn2 middlegame sacrifice short,approved,"Approved hard Sacrifice puzzle with popularity 99, 1195 plays, and rating deviation 75"
p1rOD,r2qk1nr/ppp3pp/3p1p2/2bQ4/4P3/1B3P1b/PPP2P2/RNB2RK1 b kq - 1 10,d8e7,r3k1nr/ppp1q1pp/3p1p2/2bQ4/4P3/1B3P1b/PPP2P2/RNB2RK1 w kq - 2 11,d5h5 g7g6 h5h3,2065,hard,99,76,1126,advantage fork opening short,approved,"Approved hard Fork puzzle with popularity 99, 1126 plays, and rating deviation 76"
p2eAy,8/2p4p/3kb1p1/p4p2/P1P1p3/1B6/1rP2PPP/R4K2 w - - 1 24,f1e2,8/2p4p/3kb1p1/p4p2/P1P1p3/1B6/1rP1KPPP/R7 b - - 2 24,e6c4 b3c4 b2c2,1173,easy,100,75,15509,advantage deflection endgame master short,approved,"Approved easy Deflection puzzle with popularity 100, 15509 plays, and rating deviation 75"
p7HKz,5kr1/p1q1pN1p/5b1P/2pQN3/5P2/1P6/P3nP2/1K6 b - - 2 30,e2f4,5kr1/p1q1pN1p/5b1P/2pQN3/5n2/1P6/P4P2/1K6 w - - 0 31,d5a8 c7b8 a8b8,2123,hard,98,79,2739,mate mateIn2 middlegame short,approved,"Approved hard Mate puzzle with popularity 98, 2739 plays, and rating deviation 79"
p9LVs,2Qnk1nr/pp1r1ppp/8/7q/6b1/2N2N1P/PPP1PPP1/R3KB1R w KQk - 5 13,a1d1,2Qnk1nr/pp1r1ppp/8/7q/6b1/2N2N1P/PPP1PPP1/3RKB1R b Kk - 6 13,d7d1 e1d1 g4c8,1290,easy,100,75,8311,advantage discoveredAttack opening short,approved,"Approved easy Discovered attack puzzle with popularity 100, 8311 plays, and rating deviation 75"
pBU6h,r5k1/p1p2ppp/2pr4/8/2B2b1q/2NP3P/PPP2PQ1/R3R1K1 w - - 5 17,g2g4,r5k1/p1p2ppp/2pr4/8/2B2bQq/2NP3P/PPP2P2/R3R1K1 b - - 6 17,d6g6 g4g6 h7g6,1498,medium,100,74,4559,advantage middlegame pin short,approved,"Approved medium Pin puzzle with popularity 100, 4559 plays, and rating deviation 74"
pFMJj,8/2K5/p7/1p6/1P6/k3Q3/P7/7q b - - 19 59,a3b4,8/2K5/p7/1p6/1k6/4Q3/P7/7q w - - 0 60,e3b3 b4c5 b3c3 c5d5 c3c6 d5d4 c6h1,2335,hard,100,76,1318,crushing endgame queenEndgame skewer veryLong,approved,"Approved hard Skewer puzzle with popularity 100, 1318 plays, and rating deviation 76"
pG62n,r4rk1/pp1n1ppp/3p4/6q1/2B5/2B2P2/P4P1P/3R2RK b - - 5 16,g5f4,r4rk1/pp1n1ppp/3p4/8/2B2q2/2B2P2/P4P1P/3R2RK w - - 6 17,g1g7 g8h8 g7g8 h8g8 d1g1 f4g3 g1g3,2236,hard,99,78,1369,attraction doubleCheck kingsideAttack mate mateIn4 middlegame sacrifice veryLong,approved,"Approved hard Sacrifice puzzle with popularity 99, 1369 plays, and rating deviation 78"
pMMj6,5rk1/1p1bppbp/1q3Bp1/4p3/p1r5/2N2P2/PPPQ2PP/1KNR3R b - - 0 18,g7f6,5rk1/1p1bpp1p/1q3bp1/4p3/p1r5/2N2P2/PPPQ2PP/1KNR3R w - - 0 19,c3d5 b6c5 d5f6 e7f6 d2d7,2007,hard,98,77,2150,advantage discoveredAttack kingsideAttack long master middlegame,approved,"Approved hard Discovered attack puzzle with popularity 98, 2150 plays, and rating deviation 77"
pMVbv,6r1/1pb1k2p/4P3/p2pR3/3P4/8/1P3Q1P/3q1B1K b - - 1 33,c7e5,6r1/1p2k2p/4P3/p2pb3/3P4/8/1P3Q1P/3q1B1K w - - 0 34,f2f7 e7d6 f7d7,1426,medium,100,75,3310,endgame fork mate mateIn2 short,approved,"Approved medium Fork puzzle with popularity 100, 3310 plays, and rating deviation 75"
pPL1M,8/ppr5/4r3/2k2p2/PR5P/1KP2n2/2P5/3R4 b - - 3 38,a7a6,8/1pr5/p3r3/2k2p2/PR5P/1KP2n2/2P5/3R4 w - - 0 39,b4c4 c5b6 a4a5 b6a5 c4c7,1531,medium,100,75,3864,advantage deflection endgame long,approved,"Approved medium Deflection puzzle with popularity 100, 3864 plays, and rating deviation 75"
pPNkL,2kr3r/1pp3p1/p2q1pn1/3p4/7p/P1PB1P1b/1PQ1NP1P/R3R1K1 b - - 1 19,g6f4,2kr3r/1pp3p1/p2q1p2/3p4/5n1p/P1PB1P1b/1PQ1NP1P/R3R1K1 w - - 2 20,d3f5 h3f5 c2f5 d6e6 f5f4,1356,easy,100,77,4283,advantage deflection long middlegame,approved,"Approved easy Deflection puzzle with popularity 100, 4283 plays, and rating deviation 77"
pQh3U,7r/ppp1k1p1/8/2bpp1q1/4P1n1/1B1P1n1Q/PPP2PP1/RN3R1K w - - 0 18,h3h8,7Q/ppp1k1p1/8/2bpp1q1/4P1n1/1B1P1n2/PPP2PP1/RN3R1K b - - 0 18,g4f2 f1f2 g5c1 f2f1 c1f1,2115,hard,99,77,1199,kingsideAttack long mate mateIn3 middlegame sacrifice,approved,"Approved hard Sacrifice puzzle with popularity 99, 1199 plays, and rating deviation 77"
pRHnB,4rrk1/2p3b1/p1n2q2/1p1p4/3P1B1P/2PbPNQ1/PP3PP1/R3K2R w KQ - 3 20,h4h5,4rrk1/2p3b1/p1n2q2/1p1p3P/3P1B2/2PbPNQ1/PP3PP1/R3K2R b KQ - 0 20,f6f4 g3f4 f8f4,1440,medium,100,75,3829,advantage middlegame pin short,approved,"Approved medium Pin puzzle with popularity 100, 3829 plays, and rating deviation 75"
pRc0U,8/3R4/1R6/2pk4/2p5/3p2PK/4q3/8 b - - 4 53,d5e4,8/3R4/1R6/2p5/2p1k3/3p2PK/4q3/8 w - - 5 54,b6e6 e4f5 e6e2 d3e2 d7e7,1584,medium,100,75,3230,crushing endgame long queenRookEndgame skewer,approved,"Approved medium Skewer puzzle with popularity 100, 3230 plays, and rating deviation 75"
pZEFK,1R2k3/p3r1p1/5p2/3B1Pn1/3K2P1/r2P4/8/1R6 b - - 3 36,e8d7,1R6/p2kr1p1/5p2/3B1Pn1/3K2P1/r2P4/8/1R6 w - - 4 37,b1b7 d7d6 b8d8 e7d7 b7d7,1458,medium,100,75,3460,endgame exposedKing long mate mateIn3 pillsburysMate,approved,"Approved medium Mate puzzle with popularity 100, 3460 plays, and rating deviation 75"
pfFRu,6k1/1R3p1p/4b2B/4P3/2r2K1P/2P5/8/8 w - - 1 44,f4f3,6k1/1R3p1p/4b2B/4P3/2r4P/2P2K2/8/8 b - - 2 44,e6d5 f3f2 d5b7,1483,medium,100,74,4177,crushing endgame fork master short,approved,"Approved medium Fork puzzle with popularity 100, 4177 plays, and rating deviation 74"
pjG9K,4b3/7p/8/1P3kB1/2P1p2P/4Kp2/8/8 b - - 0 42,e8f7,8/5b1p/8/1P3kB1/2P1p2P/4Kp2/8/8 w - - 1 43,b5b6 f7c4 b6b7,1176,easy,100,75,7796,advancedPawn bishopEndgame crushing endgame master short,approved,"Approved easy Advanced pawn tactics puzzle with popularity 100, 7796 plays, and rating deviation 75"
pmkxP,8/1Q6/pqp2pB1/2kp1P1P/2n2b2/1R6/PPP5/2KN4 w - - 0 37,c1b1,8/1Q6/pqp2pB1/2kp1P1P/2n2b2/1R6/PPP5/1K1N4 b - - 1 37,c4d2 b1a1 d2b3 a2b3 b6b7,1197,easy,100,76,7371,advantage fork long middlegame,approved,"Approved easy Fork puzzle with popularity 100, 7371 plays, and rating deviation 76"
prv0o,5r1r/pp3pk1/1n2b1p1/3pN3/6Pq/2PQ1R2/PPB2P2/4RK2 b - - 4 28,e6g4,5r1r/pp3pk1/1n4p1/3pN3/6bq/2PQ1R2/PPB2P2/4RK2 w - - 0 29,f3f7 f8f7 d3g6 g7f8 g6f7,1416,medium,100,76,3287,attraction long mate mateIn3 middlegame sacrifice,approved,"Approved medium Sacrifice puzzle with popularity 100, 3287 plays, and rating deviation 76"
pwP5K,8/8/P4pp1/2N3p1/P7/1K4P1/4b2k/8 b - - 0 46,h2g3,8/8/P4pp1/2N3p1/P7/1K4k1/4b3/8 w - - 0 47,c5e4 g3f4 a6a7 e2f3 a7a8q,2028,hard,99,75,1709,advancedPawn crushing endgame long promotion,approved,"Approved hard Promotion puzzle with popularity 99, 1709 plays, and rating deviation 75"
qDY4m,6k1/6r1/p2qbp2/4pn1Q/1P1p4/7N/3B2PK/5R2 b - - 5 35,f5g3,6k1/6r1/p2qbp2/4p2Q/1P1p4/6nN/3B2PK/5R2 w - - 6 36,h5e8 d6f8 e8e6,1646,medium,100,76,3450,advantage deflection middlegame short,approved,"Approved medium Deflection puzzle with popularity 100, 3450 plays, and rating deviation 76"
qYkiB,4k3/1N1n4/pp1P2p1/2p5/3r4/P7/6PP/4R1K1 b - - 7 40,e8f7,8/1N1n1k2/pp1P2p1/2p5/3r4/P7/6PP/4R1K1 w - - 8 41,e1e7 f7f6 e7d7,1325,easy,100,75,4243,advantage endgame fork short,approved,"Approved easy Fork puzzle with popularity 100, 4243 plays, and rating deviation 75"
qahW4,8/2Q2pkp/1P2p3/8/4q3/3p2P1/3K1P1P/8 w - - 0 42,b6b7,8/1PQ2pkp/4p3/8/4q3/3p2P1/3K1P1P/8 b - - 0 42,e4e2 d2c3 e2c2 c3d4 c2c7,1230,easy,100,74,2817,crushing endgame exposedKing long queenEndgame skewer,approved,"Approved easy Skewer puzzle with popularity 100, 2817 plays, and rating deviation 74"
qiGAb,5b1k/p3q2p/6p1/3QB3/8/7P/P3p1PK/8 b - - 2 32,f8g7,7k/p3q1bp/6p1/3QB3/8/7P/P3p1PK/8 w - - 3 33,d5a8 e7f8 a8f8,1496,medium,100,76,5905,endgame mate mateIn2 pin short,approved,"Approved medium Pin puzzle with popularity 100, 5905 plays, and rating deviation 76"
qpbwE,8/ppB1Q3/1kp5/3p4/8/1Pb2r1P/P1Pn2p1/2K5 b - - 15 50,b6a6,8/ppB1Q3/k1p5/3p4/8/1Pb2r1P/P1Pn2p1/2K5 w - - 16 51,e7a3 a6b5 a3a4 b5c5 a4a7 b7b6 a7b6,2139,hard,99,76,1158,endgame exposedKing master mate mateIn4 veryLong,approved,"Approved hard Mate puzzle with popularity 99, 1158 plays, and rating deviation 76"
qut5l,8/2N2pkp/p2P2p1/1p6/1P6/1rP5/2R3KP/b7 b - - 0 43,a1c3,8/2N2pkp/p2P2p1/1p6/1P6/1rb5/2R3KP/8 w - - 0 44,d6d7 c3f6 c7e8 g7f8 e8f6,2107,hard,99,76,1061,advancedPawn crushing deflection endgame long,approved,"Approved hard Deflection puzzle with popularity 99, 1061 plays, and rating deviation 76"
r3sbn,3r2k1/p4p1p/1p2p1pQ/4P3/3r4/1P5R/2q3PP/5RK1 b - - 1 30,d4d1,3r2k1/p4p1p/1p2p1pQ/4P3/8/1P5R/2q3PP/3r1RK1 w - - 2 31,h6h7 g8f8 h7f7,1457,medium,100,76,3362,endgame mate mateIn2 short,approved,"Approved medium Mate puzzle with popularity 100, 3362 plays, and rating deviation 76"
r4Jlw,2kr1b1r/Qpp1q1pp/5p2/4p3/2B5/2N3P1/PPP2P2/R3nK2 b - - 0 17,e7c5,2kr1b1r/Qpp3pp/5p2/2q1p3/2B5/2N3P1/PPP2P2/R3nK2 w - - 1 18,c4e6 d8d7 a7a8,1483,medium,100,76,4190,mate mateIn2 middlegame pin queensideAttack short,approved,"Approved medium Pin puzzle with popularity 100, 4190 plays, and rating deviation 76"
r9bNX,3q3k/4bp2/p5p1/2p1pP1p/1pN1P2P/1P3QP1/1PP5/6K1 w - - 0 28,c4e5,3q3k/4bp2/p5p1/2p1NP1p/1p2P2P/1P3QP1/1PP5/6K1 b - - 0 28,d8d4 g1h2 d4e5,1183,easy,100,76,4209,advantage endgame fork short,approved,"Approved easy Fork puzzle with popularity 100, 4209 plays, and rating deviation 76"
rP5by,2r3k1/1p2q2p/pQ3bp1/3p4/1P1N4/4B2P/5PP1/6K1 b - - 0 33,e7g7,2r3k1/1p4qp/pQ3bp1/3p4/1P1N4/4B2P/5PP1/6K1 w - - 1 34,b6e6 g7f7 e6c8,1307,easy,100,76,4333,advantage endgame fork short,approved,"Approved easy Fork puzzle with popularity 100, 4333 plays, and rating deviation 76"
rR0l1,Q2r1b1r/2pk1ppp/p3p3/3Nq3/8/7P/PPP3P1/3R1RK1 b - - 0 17,e6d5,Q2r1b1r/2pk1ppp/p7/3pq3/8/7P/PPP3P1/3R1RK1 w - - 0 18,d1d5 f8d6 f1f7 d7e6 d5e5,2103,hard,98,75,2066,advantage fork long middlegame,approved,"Approved hard Fork puzzle with popularity 98, 2066 plays, and rating deviation 75"
rRpT1,7B/3K3p/3P2p1/pk6/7R/1p6/8/5r2 w - - 0 49,d7c8,2K4B/7p/3P2p1/pk6/7R/1p6/8/5r2 b - - 1 49,f1f8 c8c7 f8h8,1128,easy,100,76,11819,crushing endgame fork master short,approved,"Approved easy Fork puzzle with popularity 100, 11819 plays, and rating deviation 76"
rYPEl,7r/8/6p1/4ppk1/8/1P2PR1p/P6K/8 b - - 1 44,g5g4,7r/8/6p1/4pp2/6k1/1P2PR1p/P6K/8 w - - 2 45,f3g3 g4h5 g3h3 h5g5 h3h8,1105,easy,100,76,3935,crushing deflection endgame long rookEndgame skewer,approved,"Approved easy Skewer puzzle with popularity 100, 3935 plays, and rating deviation 76"
rcFTr,r4r2/ppp2p1k/1b1p3p/4qbR1/7Q/3B4/PP3PPP/5RK1 b - - 9 22,e5f6,r4r2/ppp2p1k/1b1p1q1p/5bR1/7Q/3B4/PP3PPP/5RK1 w - - 10 23,d3f5 h7h8 g5g8 f8g8 h4f6,1410,medium,100,75,4321,crushing discoveredAttack long middlegame pin,approved,"Approved medium Pin puzzle with popularity 100, 4321 plays, and rating deviation 75"
rdKQA,3r1rk1/1R5p/6p1/p1p1q3/P7/P2B1Q1P/6P1/3R2K1 b - - 0 34,f8f3,3r2k1/1R5p/6p1/p1p1q3/P7/P2B1r1P/6P1/3R2K1 w - - 0 35,d3c4 f3f7 d1d8 g8g7 b7f7,1509,medium,100,76,3690,crushing discoveredAttack endgame long pin,approved,"Approved medium Pin puzzle with popularity 100, 3690 plays, and rating deviation 76"
